recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-001580,000000000080000245,3000,Conveyor Idler Roller Set 110KW SEW,IMPACT,INTERMITTENT,5,28,2.410,5.200,1.658,3.600,17.877,10.600,ROP_MAX_SAFETY_STOCK,Stock on hand 18 exceeds the current maximum 17.877. Consumption of 1.8 per month supports a maximum of 10.6.,APPROVED,2026-08-09
REC-001581,000000000010001010,2000,MCC Feeder Circuit Breaker DN150 SANDVIK,IMPACT,REGULAR,12,60,117.518,75.500,29.046,18.700,159.900,162.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 52 is below the current reorder point 117.518. At the IMPACT service level of 95% and a 60-day lead time, the reorder point should be 75.5.",HELD,2026-07-06
REC-001582,000000000010001011,3000,Skirt Rubber Liner Section DN150 SEW,CRITICAL,INTERMITTENT,8,164,8.981,5.500,3.890,2.400,10.802,7.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 8.981. At the CRITICAL service level of 98% and a 164-day lead time, the reorder point should be 5.5.",PROPOSED,2026-08-07
REC-001583,000000000010001012,2000,Slurry Density Transmitter DN100 WEIR,CRITICAL,INTERMITTENT,7,215,3.875,6.300,1.710,2.800,13.000,7.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 3.875. At the CRITICAL service level of 98% and a 215-day lead time, the reorder point should be 6.3.",PROPOSED,2026-08-31
REC-001584,000000000010001013,1000,Cyclone Apex Liner 200MM SIEMENS,INSURANCE,INTERMITTENT,4,192,11.208,7.300,4.757,3.100,11.208,9.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 11.208. At the INSURANCE service level of 90% and a 192-day lead time, the reorder point should be 7.3.",PROPOSED,2026-08-25
REC-001585,000000000010001013,2000,Cyclone Apex Liner 200MM SIEMENS,INSURANCE,INTERMITTENT,7,192,5.956,5.300,1.822,1.600,10.707,7.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 5.956. At the INSURANCE service level of 90% and a 192-day lead time, the reorder point should be 5.3.",HELD,2026-06-25
REC-001586,000000000080000246,3000,Pump Impeller DN100 ABB,NORMAL,INTERMITTENT,4,29,1.655,3.700,0.946,2.100,6.525,8.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.7 per month over 24 months with a 29-day lead time gives a reorder point of 3.7 against the current 1.655.,APPROVED,2026-06-11
REC-001587,000000000010001014,2000,Ball Mill Gearbox Assembly 8/6 SIEMENS,CRITICAL,INTERMITTENT,3,81,7.841,6.500,5.056,4.200,8.439,9.100,ROP_MAX_SAFETY_STOCK,Stock on hand 12 exceeds the current maximum 8.439. Consumption of 0.9 per month supports a maximum of 9.1.,PROPOSED,2026-05-11
REC-001588,000000000080000247,2000,Thickener Rake Seal Kit 250MM KSB,CRITICAL,INTERMITTENT,3,45,5.883,4.100,4.210,2.900,6.348,6.500,ROP_MAX_SAFETY_STOCK,Stock on hand 9 exceeds the current maximum 6.348. Consumption of 0.8 per month supports a maximum of 6.5.,PROPOSED,2026-06-11
REC-001589,000000000080000247,3000,Thickener Rake Seal Kit 250MM KSB,CRITICAL,INTERMITTENT,3,45,2.236,4.200,1.543,2.900,11.141,6.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 45-day lead time gives a reorder point of 4.2 against the current 2.236.,APPROVED,2026-09-01
REC-001590,000000000080000248,2000,Conveyor Drive Gearbox 200MM SANDVIK,CRITICAL,INTERMITTENT,2,33,3.485,2.100,2.887,1.700,4.233,3.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.3 per month over 24 months with a 33-day lead time gives a reorder point of 2.1 against the current 3.485.,APPROVED,2026-07-01
REC-001591,000000000080000249,4000,Ball Mill Gearbox Assembly TYPE A,NORMAL,INTERMITTENT,5,34,1.464,2.700,0.706,1.300,5.547,6.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.2 per month over 24 months with a 34-day lead time gives a reorder point of 2.7 against the current 1.464.,REJECTED,2026-08-25
REC-001592,000000000010001015,3000,Apron Feeder Gear Reducer TYPE B SIEMENS,NORMAL,SLOW,1,30,0.979,0.600,0.689,0.400,1.287,1.100,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 30-day lead time gives a reorder point of 0.6 against the current 0.979.,PROPOSED,2026-07-14
REC-001593,000000000010001016,2000,Valve Assembly 250MM WEIR,NORMAL,INTERMITTENT,2,27,1.884,2.700,1.109,1.600,10.281,6.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 27-day lead time gives a reorder point of 2.7 against the current 1.884.,APPROVED,2026-08-25
REC-001594,000000000080000250,3000,Valve Assembly 10/8 ABB,NORMAL,INTERMITTENT,5,54,6.222,4.900,3.151,2.500,13.115,9.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.4 per month over 24 months with a 54-day lead time gives a reorder point of 4.9 against the current 6.222.,APPROVED,2026-07-01
REC-001595,000000000030000258,3000,Conveyor Drive Gearbox DN150 SANDVIK,CRITICAL,ON_DEMAND,2,113,0.000,15.400,0.000,8.700,0.000,20.800,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 15.4 and a maximum of 20.8.,REJECTED,2026-08-12
REC-001596,000000000010001017,3000,Belt Scraper Blade Cartridge DN150 FLSM,NORMAL,INTERMITTENT,3,35,2.909,1.900,1.726,1.100,5.068,3.900,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 35-day lead time gives a reorder point of 1.9 against the current 2.909.,APPROVED,2026-06-27
REC-001597,000000000010001017,2000,Belt Scraper Blade Cartridge DN150 FLSM,NORMAL,INTERMITTENT,6,35,6.115,4.000,3.401,2.200,12.318,8.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 6.115. At the NORMAL service level of 85% and a 35-day lead time, the reorder point should be 4.",PROPOSED,2026-06-21
REC-001598,000000000080000251,2000,Ball Mill Gearbox Assembly DN150 WEIR,IMPACT,INTERMITTENT,5,14,0.756,1.100,0.598,0.900,2.769,2.600,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.769. Consumption of 0.5 per month supports a maximum of 2.6.,PROPOSED,2026-07-17
REC-001599,000000000030000259,2000,Cyclone Apex Liner 55KW WEIR,IMPACT,ON_DEMAND,1,49,0.000,8.100,0.000,4.500,0.000,14.800,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 8.1 and a maximum of 14.8.,PROPOSED,2026-08-19
REC-001600,000000000080000252,2000,Thickener Rake Seal Kit 250MM MULTOTEC,IMPACT,INTERMITTENT,5,14,1.084,1.200,0.811,0.900,3.577,3.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.084. At the IMPACT service level of 95% and a 14-day lead time, the reorder point should be 1.2.",APPROVED,2026-08-23
REC-001601,000000000010001021,3000,Screen Exciter Bearing 10/8 KSB,IMPACT,REGULAR,10,54,47.172,73.400,12.287,19.100,220.820,165.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 30.6 per month over 24 months with a 54-day lead time gives a reorder point of 73.4 against the current 47.172.,REJECTED,2026-07-04
REC-001602,000000000010001022,4000,Slurry Density Transmitter 8/6 SEW,IMPACT,SLOW,2,36,0.798,0.700,0.641,0.600,1.803,1.100,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.1 per month over 24 months with a 36-day lead time gives a reorder point of 0.7 against the current 0.798.,APPROVED,2026-08-08
REC-001603,000000000010001023,3000,Valve Assembly DN150 ABB,INSURANCE,INTERMITTENT,3,148,2.195,4.400,1.091,2.200,6.161,5.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 148-day lead time gives a reorder point of 4.4 against the current 2.195.,REJECTED,2026-07-07
REC-001604,000000000080000253,3000,Slurry Density Transmitter 150MM FLSM,CRITICAL,INTERMITTENT,4,94,1.948,3.000,1.294,2.000,4.843,4.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.948. At the CRITICAL service level of 98% and a 94-day lead time, the reorder point should be 3.",APPROVED,2026-05-21
REC-001605,000000000010001024,4000,Gland Packing Seal Ring 250MM SEW,CRITICAL,REGULAR,11,117,62.612,90.900,14.933,21.700,108.248,144.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 62.612. At the CRITICAL service level of 98% and a 117-day lead time, the reorder point should be 90.9.",APPROVED,2026-05-29
REC-001606,000000000010001025,1000,Mill Lube Pump Motor TYPE B SANDVIK,INSURANCE,INTERMITTENT,8,136,2.986,4.000,1.026,1.400,7.962,5.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 136-day lead time gives a reorder point of 4 against the current 2.986.,PROPOSED,2026-05-18
REC-001607,000000000010001026,4000,Ball Mill Shell Liner Plate DN150 SEW,INSURANCE,INTERMITTENT,3,42,6.766,4.800,4.259,3.000,10.888,8.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 42-day lead time gives a reorder point of 4.8 against the current 6.766.,REJECTED,2026-08-18
REC-001608,000000000010001027,3000,Mill Lube Pump Motor 8/6 SIEMENS,IMPACT,REGULAR,11,58,71.494,64.000,13.866,12.400,126.445,145.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 52 is below the current reorder point 71.494. At the IMPACT service level of 95% and a 58-day lead time, the reorder point should be 64.",APPROVED,2026-07-07
REC-001609,000000000010001028,1000,Agitator Shaft Seal 110KW KSB,CRITICAL,INTERMITTENT,5,139,2.626,4.500,1.301,2.200,10.789,6.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 2.626. At the CRITICAL service level of 98% and a 139-day lead time, the reorder point should be 4.5.",APPROVED,2026-08-14
REC-001610,000000000010001029,3000,Ball Mill Shell Liner Plate 250MM FLSM,INSURANCE,INTERMITTENT,4,147,4.422,10.300,1.829,4.300,12.593,14.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 4.422. At the INSURANCE service level of 90% and a 147-day lead time, the reorder point should be 10.3.",APPROVED,2026-07-18
REC-001611,000000000010001030,4000,Mill Lube Pump Motor TYPE A METSO,CRITICAL,INTERMITTENT,0,117,7.099,6.100,4.518,3.900,7.099,7.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.099. At the CRITICAL service level of 98% and a 117-day lead time, the reorder point should be 6.1.",PROPOSED,2026-05-26
REC-001612,000000000010001030,2000,Mill Lube Pump Motor TYPE A METSO,CRITICAL,INTERMITTENT,0,117,13.630,19.300,7.396,10.500,34.887,26.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 13.63. At the CRITICAL service level of 98% and a 117-day lead time, the reorder point should be 19.3.",PROPOSED,2026-05-18
REC-001613,000000000080000254,1000,Soft Starter Power Module 8/6 ABB,IMPACT,INTERMITTENT,5,27,5.787,3.500,3.951,2.400,6.434,7.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 5.787. At the IMPACT service level of 95% and a 27-day lead time, the reorder point should be 3.5.",PROPOSED,2026-08-24
REC-001614,000000000010001031,4000,Valve Assembly 55KW SANDVIK,IMPACT,SLOW,4,33,1.520,1.200,1.027,0.800,4.044,2.300,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.4 per month over 24 months with a 33-day lead time gives a reorder point of 1.2 against the current 1.52.,APPROVED,2026-08-21
REC-001615,000000000080000255,2000,MCC Feeder Circuit Breaker 6/4 KSB,CRITICAL,INTERMITTENT,4,72,4.230,4.300,3.059,3.100,8.695,5.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 4.23. At the CRITICAL service level of 98% and a 72-day lead time, the reorder point should be 4.3.",APPROVED,2026-08-20
REC-001616,000000000080000256,3000,Mill Liner 250KW MULTOTEC,IMPACT,INTERMITTENT,3,37,3.797,2.300,2.793,1.700,4.146,3.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 3.797. At the IMPACT service level of 95% and a 37-day lead time, the reorder point should be 2.3.",PROPOSED,2026-06-21
REC-001617,000000000080000256,4000,Mill Liner 250KW MULTOTEC,IMPACT,INTERMITTENT,4,37,1.883,2.800,1.103,1.600,7.511,5.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 37-day lead time gives a reorder point of 2.8 against the current 1.883.,REJECTED,2026-06-26
REC-001618,000000000010001032,4000,Apron Feeder Gear Reducer 250MM MULTOTEC,NORMAL,REGULAR,12,41,40.478,23.400,6.472,3.700,77.070,67.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 21 is below the current reorder point 40.478. At the NORMAL service level of 85% and a 41-day lead time, the reorder point should be 23.4.",PROPOSED,2026-05-23
REC-001619,000000000080000257,2000,Ball Mill Gearbox Assembly 8/6 MULTOTEC,CRITICAL,INTERMITTENT,5,130,8.768,6.300,4.814,3.500,10.462,8.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 8.768. At the CRITICAL service level of 98% and a 130-day lead time, the reorder point should be 6.3.",PROPOSED,2026-05-28
REC-001620,000000000010001034,3000,Level Radar Transmitter 110KW METSO,CRITICAL,INTERMITTENT,0,100,8.382,13.600,4.914,8.000,13.887,18.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.382. At the CRITICAL service level of 98% and a 100-day lead time, the reorder point should be 13.6.",APPROVED,2026-07-05
REC-001621,000000000010001035,4000,Vertical Sump Pump Column 55KW SANDVIK,NORMAL,REGULAR,12,11,9.856,7.000,2.423,1.700,60.770,51.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 14.8 per month over 24 months with a 11-day lead time gives a reorder point of 7 against the current 9.856.,APPROVED,2026-06-06
REC-001622,000000000010001037,2000,Mill Lube Pump Motor 110KW MULTOTEC,NORMAL,INTERMITTENT,6,31,1.732,1.200,1.032,0.700,2.616,2.600,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 31-day lead time gives a reorder point of 1.2 against the current 1.732.,APPROVED,2026-06-05
REC-001623,000000000010001038,2000,Conveyor Pulley Bearing 250MM SEW,INSURANCE,INTERMITTENT,6,113,22.725,13.100,9.904,5.700,22.725,19.100,ROP_MAX_SAFETY_STOCK,Stock on hand 34 exceeds the current maximum 22.725. Consumption of 2.0 per month supports a maximum of 19.1.,APPROVED,2026-08-26
REC-001624,000000000010001039,1000,Pressure Transmitter Assembly 150MM,INSURANCE,INTERMITTENT,6,237,11.180,20.800,2.786,5.200,34.808,26.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.0 per month over 24 months with a 237-day lead time gives a reorder point of 20.8 against the current 11.18.,REJECTED,2026-06-06
REC-001625,000000000010001040,1000,Gearbox Bearing 8/6 ABB,NORMAL,SLOW,2,53,1.425,0.800,0.915,0.500,2.082,1.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 1 is below the current reorder point 1.425. At the NORMAL service level of 85% and a 53-day lead time, the reorder point should be 0.8.",APPROVED,2026-06-05
REC-001626,000000000010001041,4000,Pump Impeller DN150 SIEMENS,CRITICAL,INTERMITTENT,0,102,27.600,16.700,12.615,7.600,31.150,24.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 27.6. At the CRITICAL service level of 98% and a 102-day lead time, the reorder point should be 16.7.",REJECTED,2026-05-17
REC-001627,000000000010001042,2000,Soft Starter Power Module DN100 SKF,CRITICAL,INTERMITTENT,0,78,5.258,10.100,3.701,7.100,13.521,13.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.258. At the CRITICAL service level of 98% and a 78-day lead time, the reorder point should be 10.1.",REJECTED,2026-08-13
REC-001628,000000000080000258,1000,Hydraulic Power Pack 8/6 SEW,IMPACT,INTERMITTENT,3,36,7.887,6.300,5.411,4.300,10.948,11.300,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 10.948. Consumption of 1.7 per month supports a maximum of 11.3.,PROPOSED,2026-05-30
REC-001629,000000000010001043,3000,Variable Speed Drive Unit DN100 SEW,INSURANCE,SLOW,2,79,2.804,1.800,1.567,1.000,2.804,2.700,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.804. Consumption of 0.3 per month supports a maximum of 2.7.,REJECTED,2026-05-26
REC-001630,000000000010001044,1000,Ball Mill Shell Liner Plate 250KW FLSM,CRITICAL,REGULAR,8,48,20.680,51.100,5.813,14.400,87.829,121.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 23.3 per month over 24 months with a 48-day lead time gives a reorder point of 51.1 against the current 20.68.,APPROVED,2026-08-09
REC-001631,000000000010001044,3000,Ball Mill Shell Liner Plate 250KW FLSM,CRITICAL,REGULAR,12,48,152.663,84.800,36.924,20.500,250.876,207.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 83 is below the current reorder point 152.663. At the CRITICAL service level of 98% and a 48-day lead time, the reorder point should be 84.8.",REJECTED,2026-08-27
REC-001632,000000000010001045,3000,Hydraulic Pump Assembly 200MM MULTOTEC,IMPACT,INTERMITTENT,5,31,5.007,3.900,3.547,2.800,9.222,7.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 5.007. At the IMPACT service level of 95% and a 31-day lead time, the reorder point should be 3.9.",HELD,2026-07-19
REC-001633,000000000010001046,3000,Belt Scraper Blade Cartridge 55KW,IMPACT,INTERMITTENT,3,37,2.483,2.400,1.748,1.700,3.196,4.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.6 per month over 24 months with a 37-day lead time gives a reorder point of 2.4 against the current 2.483.,APPROVED,2026-08-26
REC-001634,000000000010001047,1000,Agitator Shaft Seal 250KW SKF,INSURANCE,INTERMITTENT,3,235,6.202,4.000,2.626,1.700,6.202,4.900,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 6.202. Consumption of 0.3 per month supports a maximum of 4.9.,REJECTED,2026-08-16
REC-001635,000000000010001049,4000,PLC Digital Output Card HD METSO,IMPACT,REGULAR,12,12,4.930,11.800,1.751,4.200,98.680,69.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 19.4 per month over 24 months with a 12-day lead time gives a reorder point of 11.8 against the current 4.93.,PROPOSED,2026-08-27
REC-001636,000000000010001050,4000,Gland Packing Seal Ring 8/6 KSB,CRITICAL,INTERMITTENT,0,73,7.254,9.100,4.545,5.700,23.382,13.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.254. At the CRITICAL service level of 98% and a 73-day lead time, the reorder point should be 9.1.",PROPOSED,2026-06-10
REC-001637,000000000010001051,3000,Slurry Pump Wet End Assembly TYPE B ABB,IMPACT,INTERMITTENT,2,20,2.567,3.800,1.964,2.900,9.827,7.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 20-day lead time gives a reorder point of 3.8 against the current 2.567.,APPROVED,2026-07-18
REC-001638,000000000010001051,4000,Slurry Pump Wet End Assembly TYPE B ABB,IMPACT,INTERMITTENT,4,20,2.882,3.000,2.198,2.300,6.374,6.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 20-day lead time gives a reorder point of 3 against the current 2.882.,APPROVED,2026-08-25
REC-001639,000000000030000264,1000,Level Radar Transmitter TYPE B MULTOTEC,IMPACT,ON_DEMAND,1,7,0.000,0.800,0.000,0.600,0.000,2.800,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 0.8 and a maximum of 2.8.,HELD,2026-08-22
REC-001640,000000000080000259,1000,Skirt Rubber Liner Section 6/4 SIEMENS,IMPACT,INTERMITTENT,2,31,5.155,3.700,3.613,2.600,6.581,7.000,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 6.581. Consumption of 1.1 per month supports a maximum of 7.,PROPOSED,2026-07-28
REC-001641,000000000010001052,1000,MCC Feeder Circuit Breaker 8/6 SEW,CRITICAL,REGULAR,11,47,94.731,68.700,26.418,19.200,207.381,164.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 66 is below the current reorder point 94.731. At the CRITICAL service level of 98% and a 47-day lead time, the reorder point should be 68.7.",PROPOSED,2026-08-01
REC-001642,000000000080000260,2000,Ball Mill Trunnion Bearing DN100 SKF,CRITICAL,INTERMITTENT,2,129,6.444,7.900,3.997,4.900,14.755,10.000,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 129-day lead time gives a reorder point of 7.9 against the current 6.444.,HELD,2026-06-04
REC-001643,000000000080000260,4000,Ball Mill Trunnion Bearing DN100 SKF,CRITICAL,INTERMITTENT,2,129,6.712,14.900,4.008,8.900,22.225,19.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 6.712. At the CRITICAL service level of 98% and a 129-day lead time, the reorder point should be 14.9.",APPROVED,2026-05-25
REC-001644,000000000010001053,4000,Flotation Blower Motor TYPE A SANDVIK,NORMAL,INTERMITTENT,5,21,3.553,2.600,2.044,1.500,8.957,7.500,ROP_MAX_SAFETY_STOCK,Stock on hand 9 exceeds the current maximum 8.957. Consumption of 1.6 per month supports a maximum of 7.5.,PROPOSED,2026-06-16
REC-001645,000000000080000261,3000,MCC Feeder Circuit Breaker 8/6 FLSM,CRITICAL,INTERMITTENT,7,92,5.388,5.300,3.245,3.200,11.944,7.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 5.388. At the CRITICAL service level of 98% and a 92-day lead time, the reorder point should be 5.3.",PROPOSED,2026-08-18
REC-001646,000000000030000266,3000,Mill Lube Pump Motor 250KW MULTOTEC,CRITICAL,ON_DEMAND,1,135,0.000,13.100,0.000,7.900,0.000,16.600,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 13.1 and a maximum of 16.6.,APPROVED,2026-07-29
REC-001647,000000000010001054,4000,Gland Packing Seal Ring 6/4 SANDVIK,CRITICAL,REGULAR,9,130,29.156,57.200,6.474,12.700,96.397,88.500,ROP_MAX_SAFETY_STOCK,Regular consumption of 10.4 per month over 24 months with a 130-day lead time gives a reorder point of 57.2 against the current 29.156.,REJECTED,2026-07-17
REC-001648,000000000010001055,4000,Hydraulic Pump Assembly 250KW ABB,INSURANCE,INTERMITTENT,5,83,2.452,3.200,1.384,1.800,6.654,4.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 83-day lead time gives a reorder point of 3.2 against the current 2.452.,HELD,2026-06-24
REC-001649,000000000010001056,4000,Flotation Cell Impeller 110KW FLSM,CRITICAL,INTERMITTENT,0,88,9.189,5.800,5.737,3.600,13.638,8.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 9.189. At the CRITICAL service level of 98% and a 88-day lead time, the reorder point should be 5.8.",REJECTED,2026-07-18
REC-001650,000000000010001056,2000,Flotation Cell Impeller 110KW FLSM,CRITICAL,INTERMITTENT,0,88,22.454,14.600,13.716,8.900,25.733,20.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 22.454. At the CRITICAL service level of 98% and a 88-day lead time, the reorder point should be 14.6.",REJECTED,2026-08-03
REC-001651,000000000010001057,4000,Slurry Density Transmitter 10/8,CRITICAL,REGULAR,11,72,26.223,32.600,5.806,7.200,58.178,64.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 26.223. At the CRITICAL service level of 98% and a 72-day lead time, the reorder point should be 32.6.",APPROVED,2026-05-21
REC-001652,000000000010001057,3000,Slurry Density Transmitter 10/8,CRITICAL,REGULAR,8,72,20.956,37.900,6.703,12.100,88.667,70.700,ROP_MAX_SAFETY_STOCK,Regular consumption of 10.9 per month over 24 months with a 72-day lead time gives a reorder point of 37.9 against the current 20.956.,APPROVED,2026-06-05
REC-001653,000000000010001058,1000,Flotation Cell Impeller 150MM SEW,INSURANCE,INTERMITTENT,4,200,7.993,4.700,2.854,1.700,7.993,6.100,ROP_MAX_SAFETY_STOCK,Stock on hand 8 exceeds the current maximum 7.993. Consumption of 0.5 per month supports a maximum of 6.1.,APPROVED,2026-06-20
REC-001654,000000000010001058,3000,Flotation Cell Impeller 150MM SEW,INSURANCE,INTERMITTENT,3,200,5.282,9.300,1.886,3.300,14.416,12.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.9 per month over 24 months with a 200-day lead time gives a reorder point of 9.3 against the current 5.282.,APPROVED,2026-07-21
REC-001655,000000000010001059,2000,Variable Speed Drive Unit 200MM KSB,CRITICAL,INTERMITTENT,0,129,7.057,12.100,4.492,7.700,22.689,15.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 7.057. At the CRITICAL service level of 98% and a 129-day lead time, the reorder point should be 12.1.",APPROVED,2026-06-16
REC-001656,000000000010001059,3000,Variable Speed Drive Unit 200MM KSB,CRITICAL,INTERMITTENT,0,129,17.015,16.000,10.441,9.800,17.015,20.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 17.015. At the CRITICAL service level of 98% and a 129-day lead time, the reorder point should be 16.",APPROVED,2026-06-14
REC-001657,000000000080000262,4000,Belt Scraper Blade Cartridge 200MM METSO,NORMAL,INTERMITTENT,4,17,0.707,0.900,0.483,0.600,2.889,2.400,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.889. Consumption of 0.5 per month supports a maximum of 2.4.,APPROVED,2026-08-18
REC-001658,000000000080000262,2000,Belt Scraper Blade Cartridge 200MM METSO,NORMAL,INTERMITTENT,3,17,2.095,1.600,1.485,1.100,4.542,4.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 2.095. At the NORMAL service level of 85% and a 17-day lead time, the reorder point should be 1.6.",REJECTED,2026-06-08
REC-001659,000000000010001061,4000,Mill Liner 200MM SEW,CRITICAL,INTERMITTENT,0,60,8.221,10.500,5.191,6.600,20.127,16.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 8.221. At the CRITICAL service level of 98% and a 60-day lead time, the reorder point should be 10.5.",REJECTED,2026-08-11
REC-001660,000000000090000053,3000,Pump Impeller 6/4 SANDVIK,OBSOLETE,NO_DEMAND,0,42,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-06-04
REC-001661,000000000090000053,1000,Pump Impeller 6/4 SANDVIK,OBSOLETE,NO_DEMAND,0,42,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,REJECTED,2026-08-11
REC-001662,000000000010001062,1000,Thickener Rake Seal Kit 110KW SKF,CRITICAL,INTERMITTENT,6,181,11.297,11.000,5.224,5.100,11.297,14.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 11 is below the current reorder point 11.297. At the CRITICAL service level of 98% and a 181-day lead time, the reorder point should be 11.",APPROVED,2026-07-01
