approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-000775,REC-001087,Engineering Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000776,REC-001088,Plant Head,VZIINV01,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-000777,REC-001090,Inventory Controller,VZIINV01,REJECTED,2026-07-11,Consumption not considered representative.
APR-000778,REC-001091,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000779,REC-001092,Engineering Head,VZIINV01,REJECTED,2026-09-05,Consumption not considered representative.
APR-000780,REC-001094,Inventory Controller,VZIINV01,REJECTED,2026-09-02,Consumption not considered representative.
APR-000781,REC-001095,Plant Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-000782,REC-001096,Engineering Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000783,REC-001098,Plant Head,VZIINV02,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000784,REC-001099,Inventory Controller,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000785,REC-001100,Plant Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000786,REC-001102,Commercial Head,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000787,REC-001104,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000788,REC-001106,Plant Head,VZIINV02,APPROVED,2026-06-20,Approved; to be applied in SAP by VZI.
APR-000789,REC-001108,Plant Head,VZIINV01,REJECTED,2026-08-12,Consumption not considered representative.
APR-000790,REC-001109,Engineering Head,VZIINV02,REJECTED,2026-08-01,Consumption not considered representative.
APR-000791,REC-001110,Commercial Head,VZIINV02,APPROVED,2026-05-19,Approved; to be applied in SAP by VZI.
APR-000792,REC-001113,Plant Head,VZIINV01,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000793,REC-001114,Plant Head,VZIINV01,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000794,REC-001115,Plant Head,VZIINV01,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000795,REC-001118,Inventory Controller,VZIINV01,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-000796,REC-001121,Inventory Controller,VZIINV02,APPROVED,2026-05-24,Approved; to be applied in SAP by VZI.
APR-000797,REC-001123,Engineering Head,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000798,REC-001125,Inventory Controller,VZIINV01,REJECTED,2026-08-28,Consumption not considered representative.
APR-000799,REC-001126,Plant Head,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-000800,REC-001127,Inventory Controller,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000801,REC-001128,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000802,REC-001130,Plant Head,VZIINV02,REJECTED,2026-07-02,Consumption not considered representative.
APR-000803,REC-001131,Plant Head,VZIINV01,REJECTED,2026-06-16,Consumption not considered representative.
APR-000804,REC-001132,Engineering Head,VZIINV01,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-000805,REC-001133,Engineering Head,VZIINV01,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000806,REC-001134,Commercial Head,VZIINV01,APPROVED,2026-08-16,Approved; to be applied in SAP by VZI.
APR-000807,REC-001135,Commercial Head,VZIINV02,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-000808,REC-001136,Commercial Head,VZIINV02,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000809,REC-001137,Commercial Head,VZIINV02,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-000810,REC-001138,Commercial Head,VZIINV02,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000811,REC-001139,Inventory Controller,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000812,REC-001140,Plant Head,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-000813,REC-001141,Plant Head,VZIINV02,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-000814,REC-001142,Engineering Head,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-000815,REC-001143,Plant Head,VZIINV01,REJECTED,2026-07-06,Consumption not considered representative.
APR-000816,REC-001144,Plant Head,VZIINV01,REJECTED,2026-07-24,Consumption not considered representative.
APR-000817,REC-001145,Inventory Controller,VZIINV02,REJECTED,2026-09-01,Consumption not considered representative.
APR-000818,REC-001147,Inventory Controller,VZIINV02,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-000819,REC-001148,Plant Head,VZIINV01,HELD,2026-08-04,Held pending further consumption evidence.
APR-000820,REC-001149,Inventory Controller,VZIINV01,APPROVED,2026-08-29,Approved; to be applied in SAP by VZI.
APR-000821,REC-001150,Engineering Head,VZIINV02,APPROVED,2026-05-17,Approved; to be applied in SAP by VZI.
APR-000822,REC-001151,Engineering Head,VZIINV01,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-000823,REC-001152,Plant Head,VZIINV02,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-000824,REC-001154,Plant Head,VZIINV02,APPROVED,2026-08-17,Approved; to be applied in SAP by VZI.
APR-000825,REC-001155,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000826,REC-001156,Commercial Head,VZIINV02,REJECTED,2026-07-02,Consumption not considered representative.
APR-000827,REC-001157,Plant Head,VZIINV02,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-000828,REC-001158,Plant Head,VZIINV02,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-000829,REC-001159,Plant Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000830,REC-001160,Commercial Head,VZIINV02,HELD,2026-08-01,Held pending further consumption evidence.
APR-000831,REC-001161,Commercial Head,VZIINV02,HELD,2026-08-24,Held pending further consumption evidence.
APR-000832,REC-001162,Engineering Head,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-000833,REC-001164,Engineering Head,VZIINV01,REJECTED,2026-06-06,Consumption not considered representative.
APR-000834,REC-001165,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000835,REC-001167,Inventory Controller,VZIINV02,HELD,2026-08-29,Held pending further consumption evidence.
APR-000836,REC-001168,Plant Head,VZIINV01,REJECTED,2026-08-25,Consumption not considered representative.
APR-000837,REC-001169,Plant Head,VZIINV02,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000838,REC-001170,Commercial Head,VZIINV02,REJECTED,2026-06-12,Consumption not considered representative.
APR-000839,REC-001171,Engineering Head,VZIINV01,REJECTED,2026-07-08,Consumption not considered representative.
APR-000840,REC-001172,Plant Head,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000841,REC-001173,Plant Head,VZIINV01,HELD,2026-09-04,Held pending further consumption evidence.
APR-000842,REC-001174,Inventory Controller,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000843,REC-001175,Commercial Head,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000844,REC-001176,Commercial Head,VZIINV02,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-000845,REC-001177,Inventory Controller,VZIINV01,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000846,REC-001178,Inventory Controller,VZIINV02,HELD,2026-08-14,Held pending further consumption evidence.
APR-000847,REC-001179,Commercial Head,VZIINV02,APPROVED,2026-08-31,Approved; to be applied in SAP by VZI.
APR-000848,REC-001180,Commercial Head,VZIINV01,HELD,2026-05-29,Held pending further consumption evidence.
APR-000849,REC-001181,Commercial Head,VZIINV01,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000850,REC-001182,Inventory Controller,VZIINV02,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-000851,REC-001183,Commercial Head,VZIINV02,REJECTED,2026-07-16,Consumption not considered representative.
APR-000852,REC-001185,Plant Head,VZIINV01,REJECTED,2026-07-12,Consumption not considered representative.
APR-000853,REC-001186,Engineering Head,VZIINV01,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000854,REC-001187,Inventory Controller,VZIINV01,APPROVED,2026-05-14,Approved; to be applied in SAP by VZI.
APR-000855,REC-001188,Inventory Controller,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000856,REC-001189,Engineering Head,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000857,REC-001190,Engineering Head,VZIINV02,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-000858,REC-001191,Inventory Controller,VZIINV02,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000859,REC-001193,Commercial Head,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000860,REC-001194,Commercial Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000861,REC-001195,Inventory Controller,VZIINV01,HELD,2026-08-09,Held pending further consumption evidence.
APR-000862,REC-001198,Inventory Controller,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-000863,REC-001199,Commercial Head,VZIINV02,APPROVED,2026-07-09,Approved; to be applied in SAP by VZI.
APR-000864,REC-001201,Engineering Head,VZIINV01,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000865,REC-001202,Engineering Head,VZIINV02,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000866,REC-001203,Commercial Head,VZIINV02,APPROVED,2026-06-09,Approved; to be applied in SAP by VZI.
APR-000867,REC-001204,Plant Head,VZIINV01,REJECTED,2026-07-14,Consumption not considered representative.
APR-000868,REC-001205,Inventory Controller,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000869,REC-001207,Commercial Head,VZIINV02,APPROVED,2026-06-29,Approved; to be applied in SAP by VZI.
APR-000870,REC-001208,Inventory Controller,VZIINV01,REJECTED,2026-07-20,Consumption not considered representative.
APR-000871,REC-001209,Engineering Head,VZIINV02,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-000872,REC-001211,Inventory Controller,VZIINV01,HELD,2026-07-04,Held pending further consumption evidence.
APR-000873,REC-001212,Inventory Controller,VZIINV01,APPROVED,2026-05-24,Approved; to be applied in SAP by VZI.
APR-000874,REC-001213,Engineering Head,VZIINV01,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000875,REC-001215,Inventory Controller,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000876,REC-001217,Engineering Head,VZIINV02,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000877,REC-001219,Commercial Head,VZIINV01,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-000878,REC-001220,Plant Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000879,REC-001222,Plant Head,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000880,REC-001223,Plant Head,VZIINV01,REJECTED,2026-05-20,Consumption not considered representative.
APR-000881,REC-001225,Plant Head,VZIINV02,REJECTED,2026-08-06,Consumption not considered representative.
APR-000882,REC-001226,Engineering Head,VZIINV01,HELD,2026-07-31,Held pending further consumption evidence.
APR-000883,REC-001227,Plant Head,VZIINV02,REJECTED,2026-08-08,Consumption not considered representative.
APR-000884,REC-001228,Inventory Controller,VZIINV01,HELD,2026-09-04,Held pending further consumption evidence.
APR-000885,REC-001229,Inventory Controller,VZIINV02,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-000886,REC-001232,Engineering Head,VZIINV01,APPROVED,2026-05-27,Approved; to be applied in SAP by VZI.
APR-000887,REC-001233,Plant Head,VZIINV02,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000888,REC-001234,Inventory Controller,VZIINV02,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-000889,REC-001236,Commercial Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000890,REC-001237,Engineering Head,VZIINV02,APPROVED,2026-05-18,Approved; to be applied in SAP by VZI.
APR-000891,REC-001238,Plant Head,VZIINV01,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-000892,REC-001239,Commercial Head,VZIINV01,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000893,REC-001240,Inventory Controller,VZIINV01,REJECTED,2026-06-18,Consumption not considered representative.
APR-000894,REC-001241,Commercial Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000895,REC-001242,Commercial Head,VZIINV02,REJECTED,2026-06-30,Consumption not considered representative.
APR-000896,REC-001243,Inventory Controller,VZIINV02,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000897,REC-001244,Inventory Controller,VZIINV01,REJECTED,2026-07-04,Consumption not considered representative.
APR-000898,REC-001245,Plant Head,VZIINV02,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-000899,REC-001246,Plant Head,VZIINV02,APPROVED,2026-07-27,Approved; to be applied in SAP by VZI.
APR-000900,REC-001247,Engineering Head,VZIINV02,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-000901,REC-001249,Plant Head,VZIINV01,HELD,2026-08-29,Held pending further consumption evidence.
APR-000902,REC-001250,Inventory Controller,VZIINV01,REJECTED,2026-07-29,Consumption not considered representative.
APR-000903,REC-001251,Inventory Controller,VZIINV01,HELD,2026-06-26,Held pending further consumption evidence.
APR-000904,REC-001252,Plant Head,VZIINV01,REJECTED,2026-09-02,Consumption not considered representative.
APR-000905,REC-001253,Plant Head,VZIINV01,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000906,REC-001255,Plant Head,VZIINV02,APPROVED,2026-08-29,Approved; to be applied in SAP by VZI.
APR-000907,REC-001256,Inventory Controller,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000908,REC-001257,Plant Head,VZIINV02,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-000909,REC-001259,Engineering Head,VZIINV01,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-000910,REC-001260,Engineering Head,VZIINV02,HELD,2026-06-05,Held pending further consumption evidence.
APR-000911,REC-001263,Inventory Controller,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000912,REC-001265,Plant Head,VZIINV01,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000913,REC-001269,Inventory Controller,VZIINV01,REJECTED,2026-05-23,Consumption not considered representative.
APR-000914,REC-001270,Engineering Head,VZIINV01,REJECTED,2026-07-26,Consumption not considered representative.
APR-000915,REC-001272,Plant Head,VZIINV02,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000916,REC-001273,Plant Head,VZIINV02,HELD,2026-08-01,Held pending further consumption evidence.
APR-000917,REC-001274,Inventory Controller,VZIINV02,APPROVED,2026-08-13,Approved; to be applied in SAP by VZI.
APR-000918,REC-001277,Plant Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000919,REC-001279,Commercial Head,VZIINV02,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000920,REC-001280,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000921,REC-001281,Engineering Head,VZIINV02,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000922,REC-001284,Engineering Head,VZIINV01,REJECTED,2026-07-21,Consumption not considered representative.
APR-000923,REC-001285,Plant Head,VZIINV02,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000924,REC-001288,Plant Head,VZIINV02,HELD,2026-06-07,Held pending further consumption evidence.
APR-000925,REC-001290,Engineering Head,VZIINV01,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-000926,REC-001291,Plant Head,VZIINV02,REJECTED,2026-07-10,Consumption not considered representative.
APR-000927,REC-001292,Plant Head,VZIINV01,REJECTED,2026-08-17,Consumption not considered representative.
APR-000928,REC-001293,Plant Head,VZIINV02,HELD,2026-07-15,Held pending further consumption evidence.
APR-000929,REC-001300,Engineering Head,VZIINV01,HELD,2026-07-08,Held pending further consumption evidence.
APR-000930,REC-001301,Engineering Head,VZIINV01,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000931,REC-001302,Plant Head,VZIINV02,REJECTED,2026-08-13,Consumption not considered representative.
APR-000932,REC-001303,Inventory Controller,VZIINV02,REJECTED,2026-06-10,Consumption not considered representative.
APR-000933,REC-001304,Plant Head,VZIINV01,REJECTED,2026-08-12,Consumption not considered representative.
APR-000934,REC-001305,Plant Head,VZIINV01,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000935,REC-001306,Commercial Head,VZIINV02,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000936,REC-001307,Inventory Controller,VZIINV01,HELD,2026-05-26,Held pending further consumption evidence.
APR-000937,REC-001308,Inventory Controller,VZIINV02,HELD,2026-09-01,Held pending further consumption evidence.
APR-000938,REC-001310,Inventory Controller,VZIINV01,HELD,2026-05-29,Held pending further consumption evidence.
APR-000939,REC-001311,Engineering Head,VZIINV01,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-000940,REC-001312,Plant Head,VZIINV01,HELD,2026-08-08,Held pending further consumption evidence.
APR-000941,REC-001313,Plant Head,VZIINV01,REJECTED,2026-05-28,Consumption not considered representative.
APR-000942,REC-001314,Commercial Head,VZIINV02,REJECTED,2026-08-25,Consumption not considered representative.
APR-000943,REC-001316,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000944,REC-001318,Inventory Controller,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000945,REC-001319,Plant Head,VZIINV02,HELD,2026-09-01,Held pending further consumption evidence.
APR-000946,REC-001321,Engineering Head,VZIINV01,REJECTED,2026-08-05,Consumption not considered representative.
APR-000947,REC-001322,Inventory Controller,VZIINV01,REJECTED,2026-05-18,Consumption not considered representative.
APR-000948,REC-001325,Inventory Controller,VZIINV01,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-000949,REC-001326,Inventory Controller,VZIINV01,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000950,REC-001327,Plant Head,VZIINV01,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000951,REC-001328,Commercial Head,VZIINV01,REJECTED,2026-08-13,Consumption not considered representative.
APR-000952,REC-001329,Commercial Head,VZIINV02,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000953,REC-001331,Plant Head,VZIINV02,REJECTED,2026-07-10,Consumption not considered representative.
APR-000954,REC-001336,Engineering Head,VZIINV01,APPROVED,2026-08-02,Approved; to be applied in SAP by VZI.
APR-000955,REC-001337,Plant Head,VZIINV02,HELD,2026-06-30,Held pending further consumption evidence.
APR-000956,REC-001338,Inventory Controller,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-000957,REC-001339,Commercial Head,VZIINV01,REJECTED,2026-06-14,Consumption not considered representative.
APR-000958,REC-001340,Plant Head,VZIINV02,HELD,2026-08-11,Held pending further consumption evidence.
APR-000959,REC-001341,Inventory Controller,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000960,REC-001343,Inventory Controller,VZIINV02,HELD,2026-06-17,Held pending further consumption evidence.
APR-000961,REC-001344,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000962,REC-001346,Plant Head,VZIINV01,REJECTED,2026-08-16,Consumption not considered representative.
APR-000963,REC-001348,Engineering Head,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000964,REC-001351,Commercial Head,VZIINV02,HELD,2026-05-26,Held pending further consumption evidence.
APR-000965,REC-001356,Engineering Head,VZIINV02,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000966,REC-001361,Plant Head,VZIINV01,REJECTED,2026-06-28,Consumption not considered representative.
APR-000967,REC-001364,Plant Head,VZIINV01,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000968,REC-001366,Commercial Head,VZIINV02,APPROVED,2026-05-21,Approved; to be applied in SAP by VZI.
APR-000969,REC-001367,Plant Head,VZIINV01,HELD,2026-07-21,Held pending further consumption evidence.
APR-000970,REC-001369,Inventory Controller,VZIINV02,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000971,REC-001370,Commercial Head,VZIINV01,HELD,2026-07-29,Held pending further consumption evidence.
APR-000972,REC-001371,Inventory Controller,VZIINV02,APPROVED,2026-06-08,Approved; to be applied in SAP by VZI.
APR-000973,REC-001372,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000974,REC-001374,Plant Head,VZIINV01,REJECTED,2026-07-02,Consumption not considered representative.
APR-000975,REC-001375,Commercial Head,VZIINV01,HELD,2026-07-29,Held pending further consumption evidence.
APR-000976,REC-001376,Inventory Controller,VZIINV02,REJECTED,2026-07-15,Consumption not considered representative.
APR-000977,REC-001381,Engineering Head,VZIINV02,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-000978,REC-001382,Inventory Controller,VZIINV02,HELD,2026-08-18,Held pending further consumption evidence.
APR-000979,REC-001383,Inventory Controller,VZIINV02,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000980,REC-001384,Engineering Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000981,REC-001386,Engineering Head,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000982,REC-001387,Plant Head,VZIINV01,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000983,REC-001388,Plant Head,VZIINV01,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000984,REC-001390,Commercial Head,VZIINV02,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-000985,REC-001391,Inventory Controller,VZIINV02,REJECTED,2026-06-21,Consumption not considered representative.
APR-000986,REC-001392,Inventory Controller,VZIINV01,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000987,REC-001394,Inventory Controller,VZIINV01,REJECTED,2026-05-24,Consumption not considered representative.
APR-000988,REC-001395,Inventory Controller,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000989,REC-001397,Engineering Head,VZIINV01,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000990,REC-001398,Plant Head,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000991,REC-001400,Plant Head,VZIINV01,REJECTED,2026-06-24,Consumption not considered representative.
APR-000992,REC-001401,Plant Head,VZIINV01,REJECTED,2026-08-11,Consumption not considered representative.
APR-000993,REC-001402,Plant Head,VZIINV02,REJECTED,2026-08-18,Consumption not considered representative.
APR-000994,REC-001403,Plant Head,VZIINV01,HELD,2026-08-25,Held pending further consumption evidence.
APR-000995,REC-001406,Engineering Head,VZIINV02,HELD,2026-08-16,Held pending further consumption evidence.
APR-000996,REC-001407,Plant Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000997,REC-001408,Plant Head,VZIINV02,REJECTED,2026-08-13,Consumption not considered representative.
APR-000998,REC-001409,Inventory Controller,VZIINV02,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-000999,REC-001410,Engineering Head,VZIINV02,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-001000,REC-001411,Engineering Head,VZIINV01,APPROVED,2026-06-09,Approved; to be applied in SAP by VZI.
APR-001001,REC-001412,Commercial Head,VZIINV01,REJECTED,2026-08-12,Consumption not considered representative.
APR-001002,REC-001415,Plant Head,VZIINV02,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-001003,REC-001416,Plant Head,VZIINV02,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-001004,REC-001417,Commercial Head,VZIINV01,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-001005,REC-001419,Engineering Head,VZIINV01,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-001006,REC-001421,Plant Head,VZIINV02,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-001007,REC-001422,Commercial Head,VZIINV01,REJECTED,2026-08-08,Consumption not considered representative.
APR-001008,REC-001423,Commercial Head,VZIINV01,REJECTED,2026-06-06,Consumption not considered representative.
APR-001009,REC-001424,Engineering Head,VZIINV01,APPROVED,2026-05-16,Approved; to be applied in SAP by VZI.
APR-001010,REC-001426,Inventory Controller,VZIINV02,REJECTED,2026-08-31,Consumption not considered representative.
APR-001011,REC-001427,Commercial Head,VZIINV01,REJECTED,2026-07-09,Consumption not considered representative.
APR-001012,REC-001428,Plant Head,VZIINV02,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-001013,REC-001430,Commercial Head,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-001014,REC-001431,Commercial Head,VZIINV01,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-001015,REC-001433,Inventory Controller,VZIINV02,REJECTED,2026-06-22,Consumption not considered representative.
APR-001016,REC-001434,Inventory Controller,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-001017,REC-001435,Inventory Controller,VZIINV02,HELD,2026-07-18,Held pending further consumption evidence.
APR-001018,REC-001436,Plant Head,VZIINV01,HELD,2026-07-08,Held pending further consumption evidence.
APR-001019,REC-001439,Commercial Head,VZIINV01,REJECTED,2026-08-07,Consumption not considered representative.
APR-001020,REC-001441,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001021,REC-001442,Inventory Controller,VZIINV01,REJECTED,2026-07-25,Consumption not considered representative.
APR-001022,REC-001443,Inventory Controller,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-001023,REC-001444,Plant Head,VZIINV02,REJECTED,2026-07-24,Consumption not considered representative.
APR-001024,REC-001446,Inventory Controller,VZIINV02,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-001025,REC-001447,Plant Head,VZIINV01,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-001026,REC-001448,Commercial Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001027,REC-001449,Plant Head,VZIINV02,REJECTED,2026-05-30,Consumption not considered representative.
APR-001028,REC-001452,Commercial Head,VZIINV02,HELD,2026-07-10,Held pending further consumption evidence.
APR-001029,REC-001453,Commercial Head,VZIINV02,REJECTED,2026-05-18,Consumption not considered representative.
APR-001030,REC-001454,Plant Head,VZIINV02,REJECTED,2026-08-16,Consumption not considered representative.
APR-001031,REC-001458,Engineering Head,VZIINV02,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-001032,REC-001460,Engineering Head,VZIINV01,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
